"ice.year","date","month","week","jday","mean.ice.conc","n"
1975,"1975-04-24",4,17,114,2.14082566768875,90012
1976,"1975-12-23",12,51,357,5.04032706023507,90014
1976,"1975-12-30",12,52,364,7.42306923213651,90016
1976,"1976-01-06",1,1,6,10.2397351581941,90016
1976,"1976-01-13",1,2,13,17.4580046661482,90010
1976,"1976-01-20",1,3,20,11.5710953121529,90020
1976,"1976-01-27",1,4,27,24.6026905729965,90018
1976,"1976-02-03",2,5,34,29.3274678397654,90018
1976,"1976-02-10",2,6,41,32.002455091816,90017
1976,"1976-02-17",2,7,48,34.1514851925085,90022
1976,"1976-02-24",2,8,55,22.5819512791176,90023
1976,"1976-03-02",3,9,62,31.9995667485031,90017
1976,"1976-03-09",3,10,69,39.6483207607959,90011
1976,"1976-03-16",3,11,76,51.1228434629015,90017
1976,"1976-03-23",3,12,83,25.1671406670074,90014
1976,"1976-03-30",3,13,90,11.3203092886583,90013
1976,"1976-04-06",4,14,97,10.014830696765,90016
1976,"1976-04-13",4,15,104,6.85763329518815,90007
1976,"1976-04-20",4,16,111,1.22871235433307,90017
1977,"1976-12-16",12,51,351,17.5169678859847,90023
1977,"1976-12-23",12,52,358,19.6694329644936,90012
1977,"1976-12-30",12,53,365,27.6914530769145,90009
1977,"1977-01-06",1,1,6,34.3396844795023,90010
1977,"1977-01-12",1,2,12,58.1071337310713,90009
1977,"1977-01-19",1,3,19,71.6239515636283,90015
1977,"1977-01-26",1,4,26,81.5560640732266,90022
1977,"1977-02-02",2,5,33,79.7509331674369,90016
1977,"1977-02-09",2,6,40,90.198969049259,90014
1977,"1977-02-16",2,7,47,94.4995667244367,90012
1977,"1977-02-23",2,8,54,94.1384136858476,90020
1977,"1977-03-02",3,9,61,91.9860350401618,90011
1977,"1977-03-09",3,10,68,72.0669177610382,90006
1977,"1977-03-16",3,11,75,80.2800551000911,90018
1977,"1977-03-23",3,12,82,79.9783381470784,90020
1977,"1977-03-30",3,13,89,59.0548797422652,90015
1977,"1977-04-06",4,14,96,34.1188984425337,90018
1977,"1977-04-13",4,15,103,27.9697602595152,90014
1977,"1977-04-20",4,16,110,23.0071207980626,90018
1977,"1977-04-27",4,17,117,9.36445338102803,90017
1977,"1977-05-04",5,18,124,5.79641643153896,90022
1978,"1977-12-21",12,51,355,6.60272648490101,90006
1978,"1977-12-28",12,52,362,11.7774259845581,90015
1978,"1978-01-04",1,1,4,12.8168740279938,90020
1978,"1978-01-11",1,2,11,17.0927493722641,90006
1978,"1978-01-18",1,3,18,27.369254182311,90022
1978,"1978-01-25",1,4,25,22.513886420192,90016
1978,"1978-02-01",2,5,32,20.5161247319951,90017
1978,"1978-02-08",2,6,39,37.3684736725172,90020
1978,"1978-02-15",2,7,46,50.0928796009288,90009
1978,"1978-02-22",2,8,53,83.6759951561476,90011
1978,"1978-03-01",3,9,60,91.0040437255599,90016
1978,"1978-03-08",3,10,67,82.1270260962306,90013
1978,"1978-03-15",3,11,74,90.6014152253363,90021
1978,"1978-03-22",3,12,81,28.1721678461521,90011
1978,"1978-03-29",3,13,88,32.1667351768117,90011
1978,"1978-04-05",4,14,95,17.6353415617744,90013
1978,"1978-04-12",4,15,102,11.2120319964448,90010
1978,"1978-04-19",4,16,109,11.9774805301574,90011
1978,"1978-04-26",4,17,116,9.60491673979937,90019
1978,"1978-05-03",5,18,123,6.53442797787011,90014
1979,"1978-12-18",12,51,352,6.63752402324005,90017
1979,"1978-12-25",12,52,359,6.89088606469961,90016
1979,"1978-12-27",12,52,361,7.91894414078123,90012
1979,"1979-01-01",1,1,1,10.7805661090004,90018
1979,"1979-01-08",1,2,8,20.1948181808082,90007
1979,"1979-01-15",1,3,15,50.9626152649706,90010
1979,"1979-01-22",1,4,22,45.5500005555,90009
1979,"1979-01-29",1,5,29,51.1033348885778,90018
1979,"1979-02-05",2,6,36,65.0072765650169,90015
1979,"1979-02-12",2,7,43,88.8069873361475,90020
1979,"1979-02-19",2,8,50,94.9313432504194,90013
1979,"1979-02-26",2,9,57,95.5557098576841,90011
1979,"1979-03-05",3,10,64,84.3165051995378,90008
1979,"1979-03-12",3,11,71,93.2843954139448,90012
1979,"1979-03-19",3,12,78,82.999577805924,90006
1979,"1979-03-26",3,13,85,90.2881154461429,90016
1979,"1979-04-02",4,14,92,59.7395607691539,90021
1979,"1979-04-09",4,15,99,64.2685514330149,90020
1979,"1979-04-16",4,16,106,41.64100256641,90009
1979,"1979-04-23",4,17,113,40.7806043101533,90020
1979,"1979-04-30",4,18,120,36.3712508331482,90020
1979,"1979-05-07",5,19,127,24.6594090202177,90020
1979,"1979-05-14",5,20,134,12.3882396071722,90014
1980,"1980-01-02",1,1,2,9.57711663870774,90013
1980,"1980-01-09",1,2,9,8.69157528691575,90009
1980,"1980-01-16",1,3,16,8.24383172067498,90017
1980,"1980-01-24",1,4,24,9.60387627033931,90035
1980,"1980-01-30",1,5,30,31.9299512346845,90023
1980,"1980-02-06",2,6,37,61.8352700691004,90014
1980,"1980-02-13",2,7,44,64.1497150348291,90011
1980,"1980-02-20",2,8,51,61.7374881964117,90015
1980,"1980-02-27",2,9,58,56.7575989868018,90012
1980,"1980-03-05",3,10,65,79.4766163074872,90020
1980,"1980-03-12",3,11,72,43.0249869454598,90007
1980,"1980-03-19",3,12,79,31.6319297855794,90010
1980,"1980-03-26",3,13,86,25.8612203630869,90006
1980,"1980-04-02",4,14,93,25.7162696649187,90008
1980,"1980-04-09",4,15,100,17.6883637737191,90012
1980,"1980-04-16",4,16,107,8.68229282381693,90020
1981,"1980-12-24",12,52,359,7.99733377770372,90015
1981,"1981-01-07",1,1,7,39.1009376110914,90016
1981,"1981-01-14",1,2,14,30.3039846258095,90021
1981,"1981-01-21",1,3,21,26.7318736739205,90021
1981,"1981-01-28",1,4,28,31.997411657539,90019
1981,"1981-02-04",2,5,35,82.0548439773825,90019
1981,"1981-02-11",2,6,42,84.0353917419269,90021
1981,"1981-02-18",2,7,49,80.5079830672311,90003
1981,"1981-02-25",2,8,56,53.272770698868,90017
1981,"1981-03-04",3,9,63,81.3745418193935,90030
1981,"1981-03-11",3,10,70,50.7092545272747,90010
1981,"1981-03-18",3,11,77,23.0491896155256,90019
1981,"1981-03-25",3,12,84,29.2871187043167,90022
1981,"1981-04-01",4,13,91,21.2391400955449,90010
1981,"1981-04-08",4,14,98,16.3951899577872,90020
1981,"1981-04-15",4,15,105,7.63403470571244,90014
1982,"1981-12-21",12,51,355,6.32049900576545,90019
1982,"1981-12-29",12,52,363,6.28293566160135,90024
1982,"1982-01-04",1,1,4,10.2602841685459,90017
1982,"1982-01-11",1,2,11,23.5429882350327,90013
1982,"1982-01-18",1,3,18,39.007141825775,90033
1982,"1982-01-25",1,4,25,30.3531398229302,90021
1982,"1982-02-02",2,5,33,45.6011086794717,90017
1982,"1982-02-09",2,6,40,75.3302117354307,90018
1982,"1982-02-17",2,7,48,74.4913070043882,90015
1982,"1982-02-23",2,8,54,57.7838075030272,90017
1982,"1982-03-03",3,9,62,82.3373918259884,90017
1982,"1982-03-09",3,10,68,84.4360079538764,90019
1982,"1982-03-17",3,11,76,41.1173687016796,90024
1982,"1982-03-23",3,12,82,39.076139481665,90019
1982,"1982-03-29",3,13,88,22.9430028215325,90022
1982,"1982-04-06",4,14,96,30.7119210815735,90017
1982,"1982-04-13",4,15,103,17.4855574812247,90012
1982,"1982-04-20",4,16,110,11.6569832029861,90016
1982,"1982-04-26",4,17,116,10.0104979004199,90018
1982,"1982-05-05",5,18,125,9.07111199973341,90027
1982,"1982-05-12",5,19,132,5.26263467732978,90030
1982,"1982-05-17",5,20,137,4.92096903185676,90028
1983,"1982-12-21",12,51,355,6.33458500438825,90013
1983,"1982-12-27",12,52,361,6.9013263129832,90024
1983,"1983-01-03",1,1,3,11.4515609376736,90010
1983,"1983-01-11",1,2,11,7.52557963849666,90013
1983,"1983-01-18",1,3,18,12.6060343486858,90018
1983,"1983-01-25",1,4,25,20.0840980291955,90014
1983,"1983-02-01",2,5,32,20.7659108834998,90017
1983,"1983-02-08",2,6,39,22.1979914235563,90014
1983,"1983-02-14",2,7,45,18.5295424502627,90023
1983,"1983-02-23",2,8,54,19.9090737408074,90018
1983,"1983-03-01",3,9,60,14.1436442607836,90021
1983,"1983-03-08",3,10,67,11.711175294379,90020
1983,"1983-03-15",3,11,74,7.81435728806781,90017
1983,"1983-03-23",3,12,82,12.793367772038,90015
1983,"1983-03-30",3,13,89,10.7488695574887,90009
1983,"1983-04-05",4,14,95,6.88563652521662,90020
1983,"1983-04-12",4,15,102,6.36743354180784,90019
1983,"1983-04-19",4,16,109,6.36801990978379,90006
1983,"1983-04-26",4,17,116,6.13401088526047,90030
1983,"1983-05-03",5,18,123,5.67657187291713,90020
1984,"1983-12-20",12,51,354,13.9557784590776,90024
1984,"1983-12-27",12,52,361,16.3016453178985,90013
1984,"1984-01-03",1,1,3,22.6243293380581,90023
1984,"1984-01-10",1,2,10,11.1657668466307,90018
1984,"1984-01-18",1,3,18,42.4583944362974,90012
1984,"1984-01-24",1,4,24,22.752116243418,90018
1984,"1984-02-01",2,5,32,38.2267919832911,90012
1984,"1984-02-08",2,6,39,71.0021997067058,90012
1984,"1984-02-15",2,7,46,31.8336444029685,90012
1984,"1984-02-22",2,8,53,21.7720598036167,90028
1984,"1984-02-29",2,9,60,33.0317186979225,90010
1984,"1984-03-07",3,10,67,87.0308975968536,90007
1984,"1984-03-15",3,11,75,80.3636696921556,90013
1984,"1984-03-22",3,12,82,72.2593814570419,90018
1984,"1984-03-24",3,12,84,46.495700859828,90018
1984,"1984-03-29",3,13,89,33.7582349216224,90013
1984,"1984-04-05",4,14,96,33.0002888311227,90018
1984,"1984-04-08",4,15,99,28.5922901738599,90015
1984,"1984-04-12",4,15,103,23.6890690957565,90020
1984,"1984-04-19",4,16,110,14.5741372224505,90029
1984,"1984-04-26",4,17,117,8.95458635591055,90017
1984,"1984-05-03",5,18,124,5.07759214414254,90022
1985,"1984-12-22",12,51,357,6.3843863527791,90011
1985,"1984-12-28",12,52,363,20.4967670977203,90012
1985,"1985-01-05",1,1,5,21.2016464105584,90014
1985,"1985-01-12",1,2,12,24.5916746283911,90014
1985,"1985-01-19",1,3,19,28.8840743950403,90006
1985,"1985-01-26",1,4,26,37.9817594063475,90019
1985,"1985-02-02",2,5,33,45.3533776953242,90017
1985,"1985-02-09",2,6,40,78.6410398844573,90010
1985,"1985-02-16",2,7,47,72.9762275049989,90020
1985,"1985-02-23",2,8,54,77.7698161417541,90015
1985,"1985-03-02",3,9,61,80.7713628688233,90016
1985,"1985-03-09",3,10,68,72.3198613549004,90014
1985,"1985-03-16",3,11,75,37.9409477683233,90022
1985,"1985-03-23",3,12,82,35.3947631532172,90016
1985,"1985-03-30",3,13,89,26.5700574323198,90019
1985,"1985-04-06",4,14,96,10.8477475976226,90015
1985,"1985-04-13",4,15,103,8.38708243998356,90017
1985,"1985-04-20",4,16,110,7.51235712936943,90029
1985,"1985-04-27",4,17,117,5.7251471731645,90030
1986,"1985-12-14",12,50,348,8.14839705849681,90022
1986,"1985-12-21",12,51,355,10.073806271034,90033
1986,"1985-12-28",12,52,362,15.4548383512943,90010
1986,"1986-01-04",1,1,4,14.8408060789193,90016
1986,"1986-01-11",1,2,11,17.030128646655,90014
1986,"1986-01-18",1,3,18,25.0957575622924,90019
1986,"1986-01-25",1,4,25,26.6141181175843,90012
1986,"1986-02-01",2,5,32,42.887352107982,90015
1986,"1986-02-08",2,6,39,55.2660785903945,90011
1986,"1986-02-15",2,7,46,67.0026218726392,90012
1986,"1986-02-22",2,8,53,89.3026640300398,90014
1986,"1986-03-01",3,9,60,82.749336324962,90029
1986,"1986-03-08",3,10,67,80.9784697765878,90013
1986,"1986-03-15",3,11,74,85.5353988691025,90017
1986,"1986-03-22",3,12,81,52.8997067188055,90016
1986,"1986-03-29",3,13,88,37.2938301771533,90035
1986,"1986-04-05",4,14,95,25.7184361390099,90008
1986,"1986-04-12",4,15,102,9.10808499294687,90031
1986,"1986-04-19",4,16,109,8.0757353594597,90024
1986,"1986-04-23",4,17,113,4.62175072206176,90020
1987,"1986-12-27",12,52,361,6.69765943502072,90021
1987,"1987-01-03",1,1,3,6.46832714911014,90014
1987,"1987-01-10",1,2,10,1.59736494217759,90017
1987,"1987-01-17",1,3,17,6.03960011108026,90025
1987,"1987-01-24",1,4,24,14.9558416743504,90017
1987,"1987-02-01",2,5,32,14.4075892559597,90022
1987,"1987-02-07",2,6,38,12.9168379306131,90017
1987,"1987-02-14",2,7,45,11.9617721884617,90013
1987,"1987-02-21",2,8,52,9.85152309640723,90014
1987,"1987-02-28",2,9,59,8.90980492356914,90016
1987,"1987-03-07",3,10,66,7.92855793905596,90017
1987,"1987-03-14",3,11,73,8.18468648624628,90012
1987,"1987-03-21",3,12,80,2.89853462354601,90011
1987,"1987-03-28",3,13,87,4.60445481308671,90015
1987,"1987-04-05",4,14,95,6.75785719840467,90013
1988,"1988-01-03",1,1,3,6.34814485669851,90020
1988,"1988-01-10",1,2,10,23.7670951328171,90011
1988,"1988-01-17",1,3,17,20.7559431237503,90020
1988,"1988-01-24",1,4,24,18.9680855790807,90022
1988,"1988-01-31",1,5,31,14.6084671954498,90018
1988,"1988-02-07",2,6,38,38.5817596089758,90020
1988,"1988-02-14",2,7,45,67.056134464984,90016
1988,"1988-02-21",2,8,52,65.7762633163373,90021
1988,"1988-02-28",2,9,59,46.0145531300339,90015
1988,"1988-03-06",3,10,66,46.6961607678464,90018
1988,"1988-03-13",3,11,73,48.8643382434624,90018
1988,"1988-03-20",3,12,80,58.16078609994,90014
1988,"1988-03-27",3,13,87,25.2824623383549,90012
1988,"1988-04-03",4,14,94,11.2671377463725,90006
1988,"1988-04-10",4,15,101,5.76163869233418,90023
1988,"1988-04-17",4,16,108,4.15449304020352,90017
1989,"1988-12-14",12,50,349,1.6113049081254,90014
1989,"1988-12-16",12,51,351,2.09894028259131,90024
1989,"1988-12-19",12,51,354,2.64272938353349,90013
1989,"1988-12-21",12,51,356,2.5319120571473,90013
1989,"1988-12-23",12,52,358,2.75843682655351,90022
1989,"1988-12-25",12,52,360,7.40645483835129,90010
1989,"1988-12-26",12,52,361,5.35434557998467,90011
1989,"1988-12-28",12,52,363,4.66801453026583,90019
1989,"1988-12-30",12,53,365,6.0175526301172,90015
1989,"1989-01-01",1,1,1,12.5759258847837,90022
1989,"1989-01-02",1,1,2,6.20442780653618,90022
1989,"1989-01-04",1,1,4,7.58990168305282,90015
1989,"1989-01-06",1,1,6,9.42594814370459,90018
1989,"1989-01-08",1,2,8,35.5663563445686,90014
1989,"1989-01-09",1,2,9,8.78224498411358,90014
1989,"1989-01-11",1,2,11,21.4690558450071,90017
1989,"1989-01-13",1,2,13,20.2312520831019,90010
1989,"1989-01-15",1,3,15,16.2359744039816,90014
1989,"1989-01-16",1,3,16,22.9113663885525,90011
1989,"1989-01-18",1,3,18,22.3994556160427,90010
1989,"1989-01-20",1,3,20,17.3380179980002,90010
1989,"1989-01-22",1,4,22,25.7191815061265,90019
1989,"1989-01-23",1,4,23,19.3991866937769,90003
1989,"1989-01-25",1,4,25,20.9415757548826,90014
1989,"1989-01-27",1,4,27,30.1942389299918,90018
1989,"1989-01-29",1,5,29,14.2709721851951,90024
1989,"1989-01-30",1,5,30,9.46401590898991,90012
1989,"1989-02-01",2,5,32,10.5321098879126,90019
1989,"1989-02-03",2,5,34,17.9358246592386,90019
1989,"1989-02-05",2,6,36,27.8261086917881,90016
1989,"1989-02-06",2,6,37,25.4612359612971,90019
1989,"1989-02-08",2,6,39,24.9552316733134,90019
1989,"1989-02-10",2,6,41,19.3664107720168,90011
1989,"1989-02-12",2,7,43,23.1794196716212,90018
1989,"1989-02-13",2,7,44,22.041303768219,90016
1989,"1989-02-15",2,7,46,19.5360423910508,90019
1989,"1989-02-17",2,7,48,29.7637270475323,90023
1989,"1989-02-19",2,8,50,48.6215438619878,90021
1989,"1989-02-20",2,8,51,22.3413320002222,90015
1989,"1989-02-22",2,8,53,26.7934945621383,90017
1989,"1989-02-24",2,8,55,42.1224240404377,90015
1989,"1989-02-26",2,9,57,57.211748891876,90017
1989,"1989-02-27",2,9,58,45.1313216602969,90008
1989,"1989-03-01",3,9,60,45.164185736503,90020
1989,"1989-03-03",3,9,62,57.9455736976563,90030
1989,"1989-03-05",3,10,64,70.395887260729,90013
1989,"1989-03-06",3,10,65,78.1261942852064,90012
1989,"1989-03-08",3,10,67,86.2835495911838,90016
1989,"1989-03-10",3,10,69,69.1359485401946,90012
1989,"1989-03-12",3,11,71,82.2415344620717,90012
1989,"1989-03-13",3,11,72,77.2399600066656,90015
1989,"1989-03-15",3,11,74,78.7256960647068,90006
1989,"1989-03-17",3,11,76,79.560280851442,90012
1989,"1989-03-19",3,12,78,81.0690953936404,90006
1989,"1989-03-20",3,12,79,76.7412990590875,90019
1989,"1989-03-22",3,12,81,84.9974449838367,90019
1989,"1989-03-24",3,12,83,85.9116915146533,90014
1989,"1989-03-26",3,13,85,68.3994178489296,90011
1989,"1989-03-27",3,13,86,85.2523165122325,90006
1989,"1989-03-29",3,13,88,69.6787864649292,90018
1989,"1989-03-31",3,13,90,56.3370878876744,90024
1989,"1989-04-02",4,14,92,55.1126453892043,90017
1989,"1989-04-03",4,14,93,55.1117073279118,90012
1989,"1989-04-05",4,14,95,41.7886504021686,90012
1989,"1989-04-07",4,14,97,46.0406483291859,90016
1989,"1989-04-09",4,15,99,73.6953985958052,90016
1989,"1989-04-10",4,15,100,48.3765122815593,90013
1989,"1989-04-12",4,15,102,43.1527123689355,90032
1989,"1989-04-14",4,15,104,37.3736947345034,90020
1989,"1989-04-16",4,16,106,20.1108136331319,90016
1989,"1989-04-17",4,16,107,20.2779814679021,90006
1989,"1989-04-19",4,16,109,12.2359417005488,90018
1989,"1989-04-21",4,16,111,11.1048714103205,90015
1989,"1989-04-23",4,17,113,11.8260140201971,90013
1989,"1989-04-24",4,17,114,7.05192294874358,90018
1989,"1989-04-26",4,17,116,4.05504943895123,90010
1989,"1989-04-28",4,17,118,3.65600595429854,90019
1989,"1989-04-30",4,18,120,6.05743168184848,90020
1989,"1989-05-01",5,18,121,2.75366344113497,90011
1989,"1989-05-03",5,18,123,2.00127749389025,90020
1989,"1989-05-05",5,18,125,0.762087771718002,90029
1989,"1989-05-08",5,19,128,0.464407118576285,90018
1990,"1989-12-13",12,50,347,2.86521222354287,90023
1990,"1989-12-15",12,50,349,4.35978624359786,90009
1990,"1989-12-17",12,51,351,16.3205870263184,90013
1990,"1989-12-18",12,51,352,4.75492156601342,90012
1990,"1989-12-20",12,51,354,4.96805910454394,90010
1990,"1989-12-22",12,51,356,6.40793361622714,90022
1990,"1989-12-24",12,52,358,36.3607781271178,90011
1990,"1989-12-25",12,52,359,7.64239609834135,90013
1990,"1989-12-27",12,52,361,18.8873275421564,90022
1990,"1989-12-29",12,52,363,22.1573615338473,90022
1990,"1989-12-31",12,53,365,35.0185520512792,90017
1990,"1990-01-01",1,1,1,19.9616760347471,90022
1990,"1990-01-03",1,1,3,18.4628498445135,90040
1990,"1990-01-05",1,1,5,17.8733237787332,90009
1990,"1990-01-07",1,1,7,49.1578625784591,90015
1990,"1990-01-08",1,2,8,23.6646707917217,90019
1990,"1990-01-10",1,2,10,23.3704719904913,90023
1990,"1990-01-12",1,2,12,23.1958654091823,90021
1990,"1990-01-14",1,2,14,21.8244639484502,90010
1990,"1990-01-16",1,3,16,22.7186024551464,90015
1990,"1990-01-17",1,3,17,15.792985067994,90008
1990,"1990-01-19",1,3,19,10.6177584732112,90019
1990,"1990-01-21",1,3,21,39.5439044709803,90025
1990,"1990-01-22",1,4,22,21.5835573526471,90022
1990,"1990-01-24",1,4,24,21.5505959985336,90017
1990,"1990-01-26",1,4,26,24.2607980803413,90016
1990,"1990-01-28",1,4,28,41.9372417011065,90012
1990,"1990-01-29",1,5,29,21.6359293411843,90010
1990,"1990-01-31",1,5,31,21.8226510682265,90009
1990,"1990-02-02",2,5,33,31.4708234745226,90021
1990,"1990-02-04",2,5,35,39.2687560409283,90011
1990,"1990-02-05",2,6,36,33.3003921830039,90009
1990,"1990-02-07",2,6,38,31.8559352158361,90022
1990,"1990-02-09",2,6,40,34.1613992601562,90019
1990,"1990-02-11",2,6,42,33.9846145301044,90020
1990,"1990-02-12",2,7,43,28.0836823337295,90019
1990,"1990-02-14",2,7,45,26.4659319416516,90011
1990,"1990-02-16",2,7,47,32.599097898058,90012
1990,"1990-02-18",2,7,49,42.8611580163526,90016
1990,"1990-02-19",2,8,50,34.733948011553,90020
1990,"1990-02-21",2,8,52,37.7524439013553,90020
1990,"1990-02-23",2,8,54,28.6749497350677,90023
1990,"1990-02-25",2,8,56,37.2057010186738,90019
1990,"1990-02-26",2,9,57,48.0583850793686,90023
1990,"1990-02-28",2,9,59,52.841217116957,90016
1990,"1990-03-02",3,9,61,48.9305118832013,90001
1990,"1990-03-04",3,9,63,80.9477069724037,90012
1990,"1990-03-05",3,10,64,75.3361955966319,90022
1990,"1990-03-07",3,10,66,74.170360495473,90015
1990,"1990-03-09",3,10,68,62.6391619733173,90021
1990,"1990-03-11",3,10,70,66.1180665874224,90017
1990,"1990-03-12",3,11,71,60.5609620618786,90015
1990,"1990-03-14",3,11,73,60.2154229021542,90009
1990,"1990-03-16",3,11,75,41.8572253821543,90016
1990,"1990-03-18",3,11,77,40.201190925856,90014
1990,"1990-03-19",3,12,78,39.9588452224913,90026
1990,"1990-03-21",3,12,80,15.3372403066326,90010
1990,"1990-03-23",3,12,82,14.8606945277611,90018
1990,"1990-03-25",3,12,84,25.9081466010465,90013
1990,"1990-03-26",3,13,85,22.1545681755068,90025
1990,"1990-03-28",3,13,87,21.9330415171479,90011
1990,"1990-03-30",3,13,89,12.4898358179112,90022
1990,"1990-04-01",4,13,91,12.3150071653132,90017
1990,"1990-04-02",4,14,92,11.3132401626414,90014
1990,"1990-04-04",4,14,94,7.49688951098669,90018
1990,"1990-04-06",4,14,96,7.71711235293464,90011
1990,"1990-04-08",4,14,98,10.7019473234023,90021
1990,"1990-04-09",4,15,99,4.68416024174017,90014
1990,"1990-04-11",4,15,101,4.56090163752305,90014
1990,"1990-04-13",4,15,103,4.20422355280552,90019
1990,"1990-04-15",4,15,105,8.71367151046527,90012
1990,"1990-04-16",4,16,106,1.29800802124185,90011
1990,"1990-04-18",4,16,108,1.29800802124185,90011
1990,"1990-04-20",4,16,110,2.02088540798756,90015
1990,"1990-04-22",4,16,112,6.45147135604706,90019
1990,"1990-04-23",4,17,113,1.99990001888532,90017
1990,"1990-04-25",4,17,115,1.3766900336618,90013
1990,"1990-04-27",4,17,117,0.888760512370435,90013
1991,"1990-12-28",12,52,362,1.68836651261998,90016
1991,"1990-12-30",12,52,364,2.50155517540157,90022
1991,"1991-01-02",1,1,2,3.8958817059758,90013
1991,"1991-01-04",1,1,4,4.02406372554466,90011
1991,"1991-01-06",1,1,6,15.3901233196312,90010
1991,"1991-01-07",1,1,7,6.37592765409057,90012
1991,"1991-01-09",1,2,9,11.9502632338894,90034
1991,"1991-01-11",1,2,11,12.162012042036,90018
1991,"1991-01-13",1,2,13,28.3573102858349,90017
1991,"1991-01-14",1,2,14,19.6337588463376,90009
1991,"1991-01-16",1,3,16,20.0012775790433,90014
1991,"1991-01-18",1,3,18,18.4719290840017,90022
1991,"1991-01-20",1,3,20,37.8729030107766,90010
1991,"1991-01-21",1,3,21,16.3164646947095,90029
1991,"1991-01-23",1,4,23,20.4215368205858,90004
1991,"1991-01-25",1,4,25,26.8230393245945,90020
1991,"1991-01-27",1,4,27,64.198302391983,90009
1991,"1991-01-28",1,4,28,49.7349124522265,90008
1991,"1991-01-30",1,5,30,29.8385125601342,90007
1991,"1991-02-01",2,5,32,64.6898781287147,90013
1991,"1991-02-03",2,5,34,78.4295601746414,90013
1991,"1991-02-04",2,5,35,70.8574681997445,90015
1991,"1991-02-06",2,6,37,22.6156803057404,90011
1991,"1991-02-08",2,6,39,15.3943918588633,90012
1991,"1991-02-10",2,6,41,12.4562046633563,90021
1991,"1991-02-11",2,6,42,9.57076205287714,90020
1991,"1991-02-13",2,7,44,7.67100307733327,90013
1991,"1991-02-15",2,7,46,19.7687556241876,90013
1991,"1991-02-17",2,7,48,39.2087194187054,90006
1991,"1991-02-18",2,7,49,36.3291898557003,90021
1991,"1991-02-20",2,8,51,32.6769090626319,90018
1991,"1991-02-22",2,8,53,36.5498739127054,90017
1991,"1991-02-24",2,8,55,53.5681828281931,90008
1991,"1991-02-25",2,8,56,69.4318724657002,90015
1991,"1991-02-27",2,9,58,82.3969916793495,90017
1991,"1991-03-01",3,9,60,82.6224518135866,90015
1991,"1991-03-03",3,9,62,87.450785433377,90014
1991,"1991-03-04",3,9,63,89.6773315558518,90015
1991,"1991-03-06",3,10,65,88.318708416177,90029
1991,"1991-03-08",3,10,67,75.8262226962647,90006
